dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,indexacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,regime,assuntoGeral,norma,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,acompanhamento,autoresEstruturados,local,arquivamento,linksOrigem,tema,observacao,linkLegislacao.url,linkLegislacao.rotulo
Remissivo,PROJETO DE LEI,PL,1021,1980,DEPUTADO JOÃO PINTO RIBEIRO                PMDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DOS MORADORES DA CIDADE NOVA,
COM SEDE EM BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-12-10,000150662,PL. 1021 1980 - PROJETO DE LEI,1685,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7979 1981 - LEI ORDINÁRIA,20120202,0913,rosanacf,1980-12-05,"list(passo = 1, data = ""1980-12-05"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 13 3 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 21 5 1981\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 4 6 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 8 6 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NARCISO MICHELLI\nPUBLICAÇÃO: 4 4 1981\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 2 6 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. FÚLVIO FONTOURA\nPUBLICAÇÃO: 11 6 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 3 7 1981"")",list(),list(),N,"list(id = 1685, nome = ""DEPUTADO JOÃO PINTO RIBEIRO"", partido = ""PMDB"")",NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/7979/1981,LEI 7979 1981 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,1020,1980,DEPUTADO JOÃO PINTO RIBEIRO                PMDB,"DECLARA DE UTILIDADE PÚBLICA A AÇÃO PAROQUIAL CIDADE NOVA ""LUCINOVA"",
COM SEDE EM BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-12-10,000150663,PL. 1020 1980 - PROJETO DE LEI,1685,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7970 1981 - LEI ORDINÁRIA,20120202,0914,rosanacf,1980-12-05,"list(passo = 1, data = ""1980-12-05"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 13 3 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 21 5 1981\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 4 6 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 8 6 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NARCISO MICHELLI\nPUBLICAÇÃO: 4 4 1981\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 2 6 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. FÚLVIO FONTOURA\nPUBLICAÇÃO: 11 6 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 3 7 1981"")",list(),list(),N,"list(id = 1685, nome = ""DEPUTADO JOÃO PINTO RIBEIRO"", partido = ""PMDB"")",NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/7970/1981,LEI 7970 1981 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,1019,1980,DEPUTADO GERALDO DA COSTA PEREIRA          PMDB,"DECLARA DE UTILIDADE PÚBLICA O GRUPO ESCOTEIRO FREI LEÃO RODRIGUES, COM
SEDE EM DIVINÓPOLIS.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, DIVINÓPOLIS.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1980-12-10,000150664,PL. 1019 1980 - PROJETO DE LEI,2036,NA,UTILIDADE PÚBLICA,NA,20120202,0915,rosanacf,1980-12-05,"list(passo = 1, data = ""1980-12-05"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 12 3 1981\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 2036, nome = ""DEPUTADO GERALDO DA COSTA PEREIRA"", partido = ""PMDB"")",ARQUIVO,19830131,NULL,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1018,1980,DEPUTADO CÍCERO DUMONT                     ARENA,"DECLARA DE UTILIDADE PÚBLICA O SINDICATO DOS TRABALHADORES RURAIS DE
ESMERALDAS, COM SEDE EM ESMERALDAS.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, ESMERALDAS.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1980-12-05,000150665,PL. 1018 1980 - PROJETO DE LEI,351,NA,UTILIDADE PÚBLICA,NA,20120202,0915,rosanacf,1980-12-03,"list(passo = 1, data = ""1980-12-03"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 12 3 1981\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 351, nome = ""DEPUTADO CÍCERO DUMONT"", partido = ""ARENA"")",ARQUIVO,19830131,NULL,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1017,1980,DEPUTADO OTACÍLIO MIRANDA                  PDT,"DECLARA DE UTILIDADE PÚBLICA A ATAMG - ASSOCIAÇÃO DE TÉCNICOS AGRÍCOLAS
DE NÍVEL MÉDIO DE MINAS GERAIS, COM SEDE EM BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-12-05,000150666,PL. 1017 1980 - PROJETO DE LEI,2048,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7971 1981 - LEI ORDINÁRIA,20120202,0916,rosanacf,1980-12-03,"list(passo = 1, data = ""1980-12-03"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 12 3 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 21 5 1981\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 4 6 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 8 6 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MÁRIO PACHECO\nPUBLICAÇÃO: 30 4 1981\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. NARCISO MICHELLI\nPUBLICAÇÃO: 2 6 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. FÚLVIO FONTOURA\nPUBLICAÇÃO: 11 6 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 3 7 1981"")",list(),list(),N,"list(id = 2048, nome = ""DEPUTADO OTACÍLIO MIRANDA"", partido = ""PDT"")",NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/7971/1981,LEI 7971 1981 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,1016,1980,DEPUTADO LUIZ OTÁVIO VALADARES             PMDB,"DÁ A DENOMINAÇÃO DE ENGENHEIRO MANOEL ELIAS DE AGUIAR À VIA EXPRESSA
NORTE-SUL.","DENOMINAÇÃO, VIA EXPRESSA.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1980-12-05,000150667,PL. 1016 1980 - PROJETO DE LEI,2043,NA,PRÓPRIO PÚBLICO,NA,20120508,1505,rosanacf,1980-12-03,"list(passo = 1, data = ""1980-12-03"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 11 3 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 8 5 1981\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 2043, nome = ""DEPUTADO LUIZ OTÁVIO VALADARES"", partido = ""PMDB"")",ARQUIVO,19830131,NULL,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1015,1980,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A ALIENAR IMÓVEL (NA CIDADE DO RIO DE
JANEIRO, NO ESTADO DO RIO DE JANEIRO).",NA,REJEITADO,RJTDO,PROPOSIÇÕES REJEITADAS,MRJTD,1980-12-05,000150668,PL. 1015 1980 - PROJETO DE LEI,NA,DELIBERAÇÃO DE PLENÁRIO,NA,NA,19980101,NA,Carga,1980-12-03,"list(passo = 1, data = ""1980-12-03"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 5 12 1980\nCOMISSÕES:\nJUSTIÇA, ECONOMIA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. NUNES COELHO\nPUBLICAÇÃO: 15 8 1981\nREJEITADO, NOS TERMOS DO ART. 190 DO RI."")",list(),list(),N,NULL,NA,NA,"list(descricao = ""MSG 372 1980"")",NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1014,1980,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A PERMUTAR IMÓVEL COM O MUNICÍPIO DE
JOÃO MONLEVADE.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-12-05,000150669,PL. 1014 1980 - PROJETO DE LEI,NA,DELIBERAÇÃO DE PLENÁRIO,NA,LEI 8017 1981 - LEI ORDINÁRIA,19980101,NA,Carga,1980-12-03,"list(passo = 1, data = ""1980-12-03"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 5 12 1980\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 17 6 1981\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 1 7 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 2 7 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 2 6 1981\nECONOMIA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 2 6 1981\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 2 6 1981\nFINANÇAS\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. CARLOS LEMOS\nPUBLICAÇÃO: 27 6 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 7 7 1981 E 14 7 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 23 7 1981"")",list(),list(),N,NULL,NA,NA,"list(descricao = ""MSG 371 1980"")",NA,NA,/legislacao/mineira/LEI/8017/1981,LEI 8017 1981 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,1013,1980,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A PERMUTAR IMÓVEL SITUADO NO
MUNICÍPIO DE CORINTO.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-12-05,000150670,PL. 1013 1980 - PROJETO DE LEI,NA,DELIBERAÇÃO DE PLENÁRIO,NA,LEI 8021 1981 - LEI ORDINÁRIA,19980101,NA,Carga,1980-12-03,"list(passo = 1, data = ""1980-12-03"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 5 12 1980\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 17 6 1981\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 1 7 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 2 7 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. CÍCERO DUMONT\nPUBLICAÇÃO: 19 5 1981\nECONOMIA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NUNES COELHO\nPUBLICAÇÃO: 19 5 1981\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. LUIZ OTÁVIO VALADARES\nPUBLICAÇÃO: 19 5 1981\nFINANÇAS\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 27 6 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 7 7 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 24 7 1981"")",list(),list(),N,NULL,NA,NA,"list(descricao = ""MSG 370 1980"")",NA,NA,/legislacao/mineira/LEI/8021/1981,LEI 8021 1981 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,1012,1980,GOVERNADOR DO ESTADO,"ALTERA A LEI 6762, DE 26 12 1975, QUE CONSOLIDA A
LEGISLAÇÃO TRIBUTÁRIA DO ESTADO DE MINAS GERAIS.
(ALTERA ALÍQUOTAS REFERENTES AO ITBI - IMPOSTO DE TRANSMISSÃO
DE BENS IMÓVEIS E DE DIREITOS A ELES RELATIVOS).",NA,RETIRADO DE TRAMITAÇÃO,RETRA,OUTRAS SITUAÇÕES,MOUTR,1980-12-03,000150674,PL. 1012 1980 - PROJETO DE LEI,NA,DELIBERAÇÃO DE PLENÁRIO,NA,NA,19980101,NA,Carga,1980-12-02,"list(passo = 1, data = ""1980-12-02"", local = ""PLENÁRIO"", historico = ""RETIRADO PELO AUTOR, ATRAVÉS DO OFÍCIO 588."")",list(),list(),N,NULL,NA,NA,"list(descricao = ""MSG 369 1980"")",NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1011,1980,DEPUTADO FERRAZ CALDAS                     PMDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DE PAIS E AMIGOS DOS
EXCEPCIONAIS DE GUARANÉSIA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, GUARANÉSIA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-12-04,000150671,PL. 1011 1980 - PROJETO DE LEI,1690,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7973 1981 - LEI ORDINÁRIA,20120202,0916,rosanacf,1980-12-02,"list(passo = 1, data = ""1980-12-02"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 11 3 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 21 5 1981\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 4 6 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 8 6 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 30 4 1981\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 2 6 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. FÚLVIO FONTOURA\nPUBLICAÇÃO: 11 6 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 3 7 1981"")",list(),list(),N,"list(id = 1690, nome = ""DEPUTADO FERRAZ CALDAS"", partido = ""PMDB"")",NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/7973/1981,LEI 7973 1981 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,1010,1980,DEPUTADO ADEMIR LUCAS                      PMDB,"DENOMINA DE ESCOLA ESTADUAL DE JOÃO DE DEUS COSTA A UNIDADE ESCOLAR
QUE MENCIONA (EM CONTAGEM).","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, CONTAGEM.",PROJETO VETADO TOTALMENTE,PVETO,PROPOSIÇÕES APROVADAS,MAPRV,1980-12-04,000150672,PL. 1010 1980 - PROJETO DE LEI,2030,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,20120508,1506,rosanacf,1980-12-02,"list(passo = 1, data = ""1980-12-02"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 11 3 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 5 8 1981\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 20 8 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 24 8 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. CÁSSIO GONÇALVES\nPUBLICAÇÃO: 3 7 1981\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. MÁRIO PACHECO\nPUBLICAÇÃO: 15 8 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. CAMILO MACHADO\nPUBLICAÇÃO: 26 8 1981\nVETADO TOTALMENTE.\nPUBLICAÇÃO DAS RAZÕES DO VETO: 15 9 1981\nVETO MANTIDO."")",list(),list(),N,"list(id = 2030, nome = ""DEPUTADO ADEMIR LUCAS"", partido = ""PMDB"")",NA,NA,NULL,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1009,1980,DEPUTADO RUFINO NETO                       MDB,"DECLARA DE UTILIDADE PÚBLICA A IGREJA EVANGÉLICA CENÁCULO DA
BENÇÃO PENTECOSTAL, COM SEDE EM BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-12-03,000150675,PL. 1009 1980 - PROJETO DE LEI,1935,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7972 1981 - LEI ORDINÁRIA,20120202,0918,rosanacf,1980-12-01,"list(passo = 1, data = ""1980-12-01"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 10 3 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 21 5 1981\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 4 6 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 8 6 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NARCISO MICHELLI\nPUBLICAÇÃO: 4 4 1981\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 2 6 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. FÚLVIO FONTOURA\nPUBLICAÇÃO: 11 6 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 3 7 1981"")",list(),list(),N,"list(id = 1935, nome = ""DEPUTADO RUFINO NETO"", partido = ""MDB"")",NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/7972/1981,LEI 7972 1981 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,1007,1980,DEPUTADO GERALDO PEREIRA SOBRINHO          PMDB,"ACRESCENTA PARÁGRAFO ÚNICO AO ART. 2 DA LEI 6084 DE 15 5 1973.
(LIMITA O PREÇO DA TARIFA DE ESGOTO SANITÁRIO A SETENTA POR
CENTO DA TARIFA DE ÁGUA POTÁVEL COBRADA PELA COPASA).",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1980-11-29,000150676,PL. 1007 1980 - PROJETO DE LEI,74,NA,NA,NA,20090331,1049,m17663,1980-11-27,"list(passo = 1, data = ""1980-11-27"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 21 5 1981\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 74, nome = ""DEPUTADO GERALDO PEREIRA SOBRINHO"", partido = ""PMDB"")",ARQUIVO,19830131,NULL,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1006,1980,DEPUTADO AMILCAR PADOVANI                  PTB,"DECLARA DE UTILIDADE PÚBLICA A SOCIEDADE PRÓ-MELHORAMENTOS DO BAIRRO
SANTA EFIGÊNIA, COM SEDE EM JUIZ DE FORA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, JUIZ DE FORA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-11-29,000150677,PL. 1006 1980 - PROJETO DE LEI,1189,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 8057 1981 - LEI ORDINÁRIA,20120202,0919,rosanacf,1980-11-27,"list(passo = 1, data = ""1980-11-27"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 10 3 1981\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 13 8 1981\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 3 9 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 8 9 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MÁRIO PACHECO\nPUBLICAÇÃO: 8 8 1981\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. CÁSSIO GONÇALVES\nPUBLICAÇÃO: 22 8 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 9 9 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 30 9 1981"")",list(),list(),N,"list(id = 1189, nome = ""DEPUTADO AMILCAR PADOVANI"", partido = ""PTB"")",NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/8057/1981,LEI 8057 1981 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,1002,1980,DEPUTADO RONALDO CANEDO                    ARENA,"DECLARA DE UTILIDADE PÚBLICA O HOSPITAL DE SÃO VICENTE DE PAULO,
COM SEDE EM PIRAÚBA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, PIRAÚBA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-11-28,000150684,PL. 1002 1980 - PROJETO DE LEI,1170,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7954 1981 - LEI ORDINÁRIA,20120202,0922,rosanacf,1980-11-26,"list(passo = 1, data = ""1980-11-26"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 5 12 1980\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 20 5 1981\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 2 6 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 4 6 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NARCISO MICHELLI\nPUBLICAÇÃO: 4 4 1981\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 28 5 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. FÚLVIO FONTOURA\nPUBLICAÇÃO: 9 6 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 2 7 1981"")",list(),list(),N,"list(id = 1170, nome = ""DEPUTADO RONALDO CANEDO"", partido = ""ARENA"")",NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/7954/1981,LEI 7954 1981 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,1001,1980,DEPUTADO GERALDO DA COSTA PEREIRA          PMDB,"DECLARA DE UTILIDADE PÚBLICA AS OBRAS ASSISTENCIAIS DE SÃO VICENTE DE
PAULO, COM SEDE EM DIVINÓPOLIS.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, DIVINÓPOLIS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-11-28,000150685,PL. 1001 1980 - PROJETO DE LEI,2036,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7980 1981 - LEI ORDINÁRIA,20120202,0922,rosanacf,1980-11-26,"list(passo = 1, data = ""1980-11-26"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 5 12 1980\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 21 5 1981\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 4 6 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 8 6 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NARCISO MICHELLI\nPUBLICAÇÃO: (NÃO CONSTA)\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 2 6 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. FÚLVIO FONTOURA\nPUBLICAÇÃO: 11 6 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 3 7 1981"")",list(),list(),N,"list(id = 2036, nome = ""DEPUTADO GERALDO DA COSTA PEREIRA"", partido = ""PMDB"")",NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/7980/1981,LEI 7980 1981 - LEI ORDINÁRIA
