dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,indexacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,assuntoGeral,norma,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,linksOrigem,acompanhamento,local,arquivamento,autoresEstruturados,regime,tema,legislacaoCitada,linkLegislacao.url,linkLegislacao.rotulo
Remissivo,PROJETO DE LEI,PL,476,1983,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A REVERTER IMÓVEL AO MUNICÍPIO DE CORAÇÃO DE
JESUS.","AUTORIZAÇÃO, EXECUTIVO, REVERSÃO, IMÓVEL, MUNICÍPIO, CORAÇÃO DE JESUS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-12-23,000148899,PL. 476 1983 - PROJETO DE LEI,,IMÓVEL,LEI 8555 1984 - LEI ORDINÁRIA,20120530,1715,rosanacf,1983-12-21,"list(passo = 1, data = ""1983-12-21"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO:\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 13 4 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 18 4 1984\nCOMISSÕES:\nJUSTIÇA, ECONOMIA E FINANÇAS\nDISCUSSÃO ÚNICA\nRELATOR: DEP. JOÃO PEDRO GUSTIN\nPUBLICAÇÃO: 30 3 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 19 4 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 11 5 1984"")",list(),list(),"list(descricao = ""MSG 190 1983"")",N,NA,NA,NULL,NA,NA,NA,/legislacao/mineira/LEI/8555/1984,LEI 8555 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,475,1983,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A DOAR AO MUNICÍPIO DE SÃO PEDRO DO SUAÇUÍ
IMÓVEIS QUE MENCIONA.","AUTORIZAÇÃO, EXECUTIVO, DOAÇÃO, IMÓVEL, MUNICÍPIO, SÃO PEDRO DO SUAÇUÍ.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-12-13,000148900,PL. 475 1983 - PROJETO DE LEI,,IMÓVEL,LEI 8554 1984 - LEI ORDINÁRIA,20120530,1717,rosanacf,1983-12-09,"list(passo = 1, data = ""1983-12-09"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO:\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 13 4 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 18 4 1984\nCOMISSÕES:\nJUSTIÇA, ECONOMIA E FINANÇAS\nDISCUSSÃO ÚNICA\nRELATOR: DEP. JOSÉ MARIA CHAVES\nPUBLICAÇÃO: 30 3 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 19 4 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 11 5 1984"")",list(),list(),NULL,N,NA,NA,NULL,NA,NA,NA,/legislacao/mineira/LEI/8554/1984,LEI 8554 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,474,1983,DEPUTADO PETRÔNIO MATIAS                   PMDB,"DECLARA DE UTILIDADE PÚBLICA A IGREJA EVANGÉLICA BOAS NOVAS
DE SALVAÇÃO, COM SEDE EM BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1983-12-06,000148908,PL. 474 1983 - PROJETO DE LEI,2812,UTILIDADE PÚBLICA,NA,20120130,1118,rosanacf,1983-11-29,"list(passo = 1, data = ""1983-11-29"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 16 3 1984\nARQUIVADO. FINAL DE LEGISLATURA."")",list(),list(),NULL,N,ARQUIVO,19870131,"list(id = 2812, nome = ""DEPUTADO PETRÔNIO MATIAS"", partido = ""PMDB"")",NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,473,1983,DEPUTADO JUAREZ HOSKEN                     PMDB,"AUTORIZA O PODER EXECUTIVO A CRIAR UMA ESCOLA TÉCNICA DE
AGRICULTURA NO MUNICÍPIO DE MANHUAÇU.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1983-12-06,000148909,PL. 473 1983 - PROJETO DE LEI,2041,NA,NA,20100208,1113,moreka,1983-11-29,"list(passo = 1, data = ""1983-11-29"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 27 3 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ALCYR NASCIMENTO\nEDUCAÇÃO\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO FERRAZ\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. PAULO ARAÚJO\nPARECERES PUBLICADOS EM 10 5 1984\nARQUIVADO. FINAL DE LEGISLATURA."")",list(),list(),NULL,N,ARQUIVO,19870131,"list(id = 2041, nome = ""DEPUTADO JUAREZ HOSKEN"", partido = ""PMDB"")",NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,472,1983,DEPUTADO JOÃO NAVARRO                      PDS,"DECLARA DE UTILIDADE PÚBLICA A CASA DA AMIZADE DAS SENHORAS
DOS ROTARIANOS DE BARBACENA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BARBACENA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-12-06,000148910,PL. 472 1983 - PROJETO DE LEI,311,UTILIDADE PÚBLICA,LEI 8656 1984 - LEI ORDINÁRIA,20120130,1119,rosanacf,1983-11-29,"list(passo = 1, data = ""1983-11-29"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 13 8 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 7 8 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 29 8 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 8 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ALCYR NASCIMENTO\nPUBLICAÇÃO: 6 7 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. WAINER ÁVILA\nPUBLICAÇÃO: 28 8 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. ALCYR NASCIMENTO\nPUBLICAÇÃO: 4 9 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 19 9 1984"")",list(),list(),NULL,N,NA,NA,"list(id = 311, nome = ""DEPUTADO JOÃO NAVARRO"", partido = ""PDS"")",DELIBERAÇÃO DE PLENÁRIO,NA,NA,/legislacao/mineira/LEI/8656/1984,LEI 8656 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,471,1983,DEPUTADO EURÍPEDES CRAIDE                  PMDB,"DÁ DENOMINAÇÃO À RODOVIA QUE LIGA CONQUISTA À LOCALIDADE DE DELTA, NO
MUNICÍPIO DE UBERABA.","DENOMINAÇÃO, RODOVIA, MUNICÍPIO, CONQUISTA, UBERABA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-12-06,000148911,PL. 471 1983 - PROJETO DE LEI,1187,PRÓPRIO PÚBLICO,LEI 8574 1984 - LEI ORDINÁRIA,20120309,1049,rosanacf,1983-11-29,"list(passo = 1, data = ""1983-11-29"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 13 3 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 24 4 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 9 5 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 17 5 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ROBERTO JUNQUEIRA\nPUBLICAÇÃO: 17 4 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. PAULO FERRAZ\nPUBLICAÇÃO: 3 5 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 19 5 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 5 6 1984"")",list(),list(),NULL,N,NA,NA,"list(id = 1187, nome = ""DEPUTADO EURÍPEDES CRAIDE"", partido = ""PMDB"")",DELIBERAÇÃO DE PLENÁRIO,NA,NA,/legislacao/mineira/LEI/8574/1984,LEI 8574 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,470,1983,DEPUTADO DOMINGOS LANNA                    PFL,"AUTORIZA O PODER EXECUTIVO A CELEBRAR CONVÊNIO COM A CAMPANHA
NACIONAL DE ESCOLAS DA COMUNIDADE - CNEC, MANTENEDORA DE
ESTABELECIMENTOS DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS, NAS
CIDADES DE BARRA LONGA, MARIANA E PASSABÉM.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1983-12-06,000148912,PL. 470 1983 - PROJETO DE LEI,1679,NA,NA,20100208,1113,moreka,1983-11-29,"list(passo = 1, data = ""1983-11-29"", local = ""PLENÁRIO"", historico = ""ARQUIVADO. FINAL DE LEGISLATURA."")",list(),list(),NULL,N,ARQUIVO,19870131,"list(id = 1679, nome = ""DEPUTADO DOMINGOS LANNA"", partido = ""PFL"")",NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,469,1983,GOVERNADOR DO ESTADO,"ALTERA A LEGISLAÇÃO TRIBUTÁRIA DO ESTADO DE MINAS GERAIS E DÁ
OUTRAS PROVIDÊNCIAS.","ALTERAÇÃO, DISPOSITIVOS, INCIDÊNCIA, FIXAÇÃO, BASE DE CÁLCULO,
RESPONSABILIDADE SOLIDÁRIA, PAGAMENTO, LANÇAMENTO, ESTIMATIVA, DEDUÇÃO,
(ICM).
ALTERAÇÃO, CRITÉRIOS, INCIDÊNCIA, LANÇAMENTO, COBRANÇA, CONTRIBUIÇÃO DE
MELHORIA.
ALTERAÇÃO, ALÍQUOTA, (ICM).
PROIBIÇÃO, EXECUTIVO, RETENÇÃO, COTA, (ICM), MUNICÍPIOS.
AUTORIZAÇÃO, INCORPORAÇÃO, GRATIFICAÇÃO DE PRODUTIVIDADE, VENCIMENTOS,
SERVIDOR, QUADRO PERMANENTE, EXECUTIVO.
ALTERAÇÃO, DISPOSITIVOS, CRIAÇÃO, ÓRGÃOS, ÂMBITO, SISTEMA OPERACIONAL
DA CULTURA.
ALTERAÇÃO, CRITÉRIOS, RECONDUÇÃO, MEMBROS, CONSELHO ESTADUAL DE
EDUCAÇÃO, CONCLUSÃO, MANDATO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-12-01,000148929,PL. 469 1983 - PROJETO DE LEI,,TRIBUTOS,LEI 8512 1983 - LEI ORDINÁRIA,20131015,1526,rosanacf,1983-11-30,"list(passo = 1, data = ""1983-11-30"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 23 12 1983\nREDAÇÃO FINAL\nAPROVAÇÃO: 23 12 1983\nCOMISSÕES:\nJUSTIÇA, ECONOMIA E FINANÇAS - REUNIÃO CONJUNTA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. PAULO FERRAZ\nPUBLICAÇÃO: 23 12 1983\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. WAINER ÁVILA\nPUBLICAÇÃO: 29 12 1983\nSANCIONADO\nPUBLICAÇÃO DA LEI: 29 12 1983"")",list(),list(),"list(descricao = ""MSG 170 1983"")",N,NA,NA,NULL,DELIBERAÇÃO DE PLENÁRIO,FINANÇAS PÚBLICAS,NA,/legislacao/mineira/LEI/8512/1983,LEI 8512 1983 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,468,1983,DEPUTADO SÉRGIO EMÍLIO                     PMDB,CRIA A MEDALHA DO MÉRITO LEGISLATIVO DE COMBATE AO TÓXICO.,NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1983-12-02,000148914,PL. 468 1983 - PROJETO DE LEI,2052,NA,NA,20100208,1049,moreka,1983-11-28,"list(passo = 1, data = ""1983-11-28"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 5 4 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ MARIA CHAVES\nPUBLICAÇÃO: 6 7 1984\nSAÚDE\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 6 7 1984\nMESA DA ASSEMBLEIA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MANOEL CONEGUNDES\nPUBLICAÇÃO: 6 7 1984\nARQUIVADO, AO FINAL DA LEGISLATURA.\nDESARQUIVADO A PEDIDO DO AUTOR.\nRECEBEU O NÚMERO PL 148 1987."")","list(expressao = ""(PRE adj '148' adj 1987[PROP])[dbmt]"", banco = ""mate"", descricao = ""PRE 148 1987"", url = ""/proposicoes/pesquisa/avancada?expr=%28PRE+adj+%27148%27+adj+1987%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PRE"", numero = 148, ano = 1987)",list(),NULL,N,ARQUIVO,19870131,"list(id = 2052, nome = ""DEPUTADO SÉRGIO EMÍLIO"", partido = ""PMDB"")",NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,467,1983,DEPUTADO EURÍPEDES CRAIDE                  PMDB,"DÁ A DENOMINAÇÃO DE PONTE EMÍDIO GONÇALVES RAMOS À PONTE SOBRE O RIO
UBERABA, NA RODOVIA CONCEIÇÃO DAS ALAGOAS / PLANURA (MG-427).","DENOMINAÇÃO, PONTE, RIO UBERABA, MUNICÍPIO, CONCEIÇÃO DAS ALAGOAS,
PLANURA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-12-02,000148915,PL. 467 1983 - PROJETO DE LEI,1187,PRÓPRIO PÚBLICO,LEI 8679 1984 - LEI ORDINÁRIA,20120309,1053,rosanacf,1983-11-28,"list(passo = 1, data = ""1983-11-28"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 13 3 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 20 8 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 3 9 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 10 9 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JUAREZ HOSKEN\nPUBLICAÇÃO: 14 8 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOSÉ MARIA CHAVES\nPUBLICAÇÃO: 31 8 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATORA: DEP. VERA COUTINHO\nPUBLICAÇÃO: 11 9 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 28 9 1984"")",list(),list(),NULL,N,NA,NA,"list(id = 1187, nome = ""DEPUTADO EURÍPEDES CRAIDE"", partido = ""PMDB"")",DELIBERAÇÃO DE PLENÁRIO,NA,NA,/legislacao/mineira/LEI/8679/1984,LEI 8679 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,466,1983,DEPUTADO RONALDO CARVALHO                  PMDB,"DÁ À ESCOLA ESTADUAL DO BAIRRO SANTA ROSA, EM ITAJUBÁ, A DENOMINAÇÃO DE
ESCOLA ESTADUAL PADRE DONATO.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, ITAJUBÁ.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-12-02,000148916,PL. 466 1983 - PROJETO DE LEI,2814,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 8997 1985 - LEI ORDINÁRIA,20120425,1650,rosanacf,1983-11-28,"list(passo = 1, data = ""1983-11-28"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 13 3 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 20 9 1985\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 3 10 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 14 10 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JÉSUS TRINDADE\nPUBLICAÇÃO: 17 9 1985\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JACIEL PEREIRA\nPUBLICAÇÃO: 27 9 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. CLODESMIDT RIANI\nPUBLICAÇÃO: 12 10 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 31 10 1985"")",list(),list(),NULL,N,NA,NA,"list(id = 2814, nome = ""DEPUTADO RONALDO CARVALHO"", partido = ""PMDB"")",NA,NA,NA,/legislacao/mineira/LEI/8997/1985,LEI 8997 1985 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,465,1983,DEPUTADO DÊNIO MOREIRA                     PDS,"DECLARA DE UTILIDADE PÚBLICA O CONSELHO PARTICULAR DE SANTO
ANTÔNIO DE OURO BRANCO, COM SEDE NO MUNICÍPIO DE OURO BRANCO.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, OURO BRANCO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-12-02,000148917,PL. 465 1983 - PROJETO DE LEI,246,UTILIDADE PÚBLICA,LEI 8595 1984 - LEI ORDINÁRIA,20120130,1120,rosanacf,1983-11-28,"list(passo = 1, data = ""1983-11-28"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 13 3 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 27 4 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 29 5 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 6 6 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ MARIA CHAVES\nPUBLICAÇÃO: 30 3 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOSÉ DA CONCEIÇÃO\nPUBLICAÇÃO: 16 5 1984\nREDAÇÃO\nREDAÇÃO FINAL\nPUBLICAÇÃO: 5 6 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 26 6 1984"")",list(),list(),NULL,N,NA,NA,"list(id = 246, nome = ""DEPUTADO DÊNIO MOREIRA"", partido = ""PDS"")",DELIBERAÇÃO DE PLENÁRIO,NA,NA,/legislacao/mineira/LEI/8595/1984,LEI 8595 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,464,1983,DEPUTADO SÍLVIO MITRE                      PSDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO FEMININA DO MINISTÉRIO
PÚBLICO - AFEMP, COM SEDE EM BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-12-02,000148918,PL. 464 1983 - PROJETO DE LEI,2815,UTILIDADE PÚBLICA,LEI 8613 1984 - LEI ORDINÁRIA,20120130,1120,rosanacf,1983-11-28,"list(passo = 1, data = ""1983-11-28"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 13 3 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 30 5 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 26 6 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 28 6 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. PAULO ARAÚJO\nPUBLICAÇÃO: 26 5 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 9 6 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JÉSUS TRINDADE\nPUBLICAÇÃO: 10 7 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 21 7 1984"")",list(),list(),NULL,N,NA,NA,"list(id = 2815, nome = ""DEPUTADO SÍLVIO MITRE"", partido = ""PSDB"")",DELIBERAÇÃO DE PLENÁRIO,NA,NA,/legislacao/mineira/LEI/8613/1984,LEI 8613 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,463,1983,DEPUTADO GERALDO RIBEIRO                   PMDB,"DÁ À ESCOLA ESTADUAL DE RIBEIRÃO DA ONÇA, NO MUNICÍPIO DE MARLIÉRIA, A
DENOMINAÇÃO DE ESCOLA ESTADUAL MACRINA QUINTÃO.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, MARLIÉRIA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-12-02,000148919,PL. 463 1983 - PROJETO DE LEI,2797,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 8605 1984 - LEI ORDINÁRIA,20120425,1652,rosanacf,1983-11-28,"list(passo = 1, data = ""1983-11-28"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 13 3 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 27 4 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 29 5 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 8 6 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ROBERTO JUNQUEIRA\nPUBLICAÇÃO: 6 4 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOSÉ DA CONCEIÇÃO\nPUBLICAÇÃO: 16 5 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 9 6 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 27 6 1984"")",list(),list(),NULL,N,NA,NA,"list(id = 2797, nome = ""DEPUTADO GERALDO RIBEIRO"", partido = ""PMDB"")",NA,NA,NA,/legislacao/mineira/LEI/8605/1984,LEI 8605 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,462,1983,DEPUTADO SAMIR TANNÚS                      PMDB,"DÁ A DENOMINAÇÃO DE ESCOLA ESTADUAL PROFESSOR ÁLVARO BRANDÃO DE
ANDRADE À ESCOLA ESTADUAL 15 DE NOVEMBRO, EM ITUIUTABA.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, ITUIUTABA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1983-12-02,000148920,PL. 462 1983 - PROJETO DE LEI,1463,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 8579 1984 - LEI ORDINÁRIA,20120425,1653,rosanacf,1983-11-28,"list(passo = 1, data = ""1983-11-28"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 13 3 1984\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 27 4 1984\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 22 5 1984\nREDAÇÃO FINAL\nAPROVAÇÃO: 24 5 1984\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ MARIA CHAVES\nPUBLICAÇÃO: 6 4 1984\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JACIEL PEREIRA\nPUBLICAÇÃO: 12 5 1984\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. ALCYR NASCIMENTO\nPUBLICAÇÃO: 2 6 1984\nSANCIONADO\nPUBLICAÇÃO DA LEI: 16 6 1984"")",list(),list(),NULL,N,NA,NA,"list(id = 1463, nome = ""DEPUTADO SAMIR TANNÚS"", partido = ""PMDB"")",NA,NA,NA,/legislacao/mineira/LEI/8579/1984,LEI 8579 1984 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,461,1983,DEPUTADO JOSÉ BONIFÁCIO                    PSDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO CULTURAL GRUPO
FOLCLÓRICO MOUROS E CRISTÃOS, DO MUNICÍPIO DE NOSSA SENHORA DOS
REMÉDIOS.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, NOSSA SENHORA DOS REMÉDIOS.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1983-12-02,000148921,PL. 461 1983 - PROJETO DE LEI,1697,UTILIDADE PÚBLICA,NA,20120130,1121,rosanacf,1983-11-28,"list(passo = 1, data = ""1983-11-28"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 13 3 1984\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,ARQUIVO,19870131,"list(id = 1697, nome = ""DEPUTADO JOSÉ BONIFÁCIO"", partido = ""PSDB"")",NA,NA,NA,NA,NA
